DataOffers ID,DataOffer Name,Incentive,Charges,DataOffer Category,Validity,Time Window,Subscription Code,DataOffer Detail,DataOffer Description
128,Jazz & Sprite Co-Branding campaign (discontinued),see offer details,0,Prepaid,see offer details,see offer details,*145*12-digit-code#,"<p><span style=""font-size:18px""><strong>Dear All,<br /> <br /> The Sprite Campaign has been discontinued on 15th Feb 2023 at 11:59 PM. </strong></span></p>  <p>&nbsp;</p>  <p><strong>Dear All,</strong></p>  <p>We are pleased to announce <strong>Jazz-Sprite co-branding Partnership</strong>, whereby on purchase of Sprite bottles , all prepaid Jazz customers will have a chance to win free MB incentives! Offer mechanics and Terms &amp; Conditions are below:</p>  <p><strong>Offer Mechanics:</strong></p>  <ul style=""list-style-type:disc""> 	<li>12 Digit redeemable codes have been printed on 31 Million bottles of Sprite</li> 	<li>Customer has to dial a USSD String along with the 12 digit unique code in the format, <strong><em>*145*12-digit-code#</em></strong> to avail the offer</li> 	<li>Upon dialing the code, customer will receive the MB incentive as tagged on that unique code.</li> 	<li>31 Million sprite bottles will have Jazz-Sprite co-branding along with the redeemable codes.</li> </ul>  <p><strong>Offer Variants:</strong></p>  <table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:586px""> 	<tbody> 		<tr> 			<td> 			<p><strong>Offer</strong></p> 			</td> 			<td> 			<p><strong>Incentive</strong></p> 			</td> 			<td> 			<p><strong>No. Of Codes</strong></p> 			</td> 			<td> 			<p><strong>Validity </strong></p> 			</td> 			<td style=""vertical-align:top""> 			<p><strong>Status String</strong></p> 			</td> 		</tr> 		<tr> 			<td> 			<p>1</p> 			</td> 			<td> 			<p>100 MB</p> 			</td> 			<td> 			<p>30,894,000</p> 			</td> 			<td> 			<p>24H</p> 			</td> 			<td style=""vertical-align:top""> 			<p>*<strong>117</strong>*111*2#</p> 			</td> 		</tr> 		<tr> 			<td> 			<p>2</p> 			</td> 			<td> 			<p>300 MB</p> 			</td> 			<td> 			<p>100,000</p> 			</td> 			<td> 			<p>24H</p> 			</td> 			<td style=""vertical-align:top""> 			<p>*<strong>117</strong>*222*2#</p> 			</td> 		</tr> 		<tr> 			<td> 			<p>3</p> 			</td> 			<td> 			<p>1 GB</p> 			</td> 			<td> 			<p>5,000</p> 			</td> 			<td> 			<p>24H</p> 			</td> 			<td style=""vertical-align:top""> 			<p>*<strong>117</strong>*333*2#</p> 			</td> 		</tr> 		<tr> 			<td> 			<p>4</p> 			</td> 			<td> 			<p>300 GB &nbsp;(25GB per month)</p> 			</td> 			<td> 			<p>1,000</p> 			</td> 			<td> 			<p>12 Months</p> 			</td> 			<td style=""vertical-align:top""> 			<p>*<strong>117</strong>*444*2#</p> 			</td> 		</tr> 	</tbody> </table> ",-
131,Monthly Prime - Bolt On,20 GBs,"PKR 1500 (Inc Tax) , PKR 1091.5 (Excl. Tax)",Postpaid,30 Days,24Hrs,CRM/*446#,"<p>Monthly Prime data offer 20GBs @ Rs.1091.5+Tax Dial *446#</p> ",Monthly Prime data offer 20GBs @ Rs.1091.5+Tax Dial *446#
132,Super Woman/ Work from home/ Weekly Extreme,"12 GBs & unlimited on-net minutes *FUP 5000  ",Rs.173 (Incl Tax),Prepaid,7 days,8 AM – 6 PM,*117*14# / CRM / WhatsApp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p>  <ul> 	<li>Offer is available for subscription via whatsapp as well. Please guide customer accordingly.</li> 	<li>&nbsp;</li> 	<li><span style=""color:#e74c3c""><strong>The offer&rsquo;s incentive is usable between 8am - 6pm.</strong></span></li> 	<li><span style=""color:#e74c3c""><strong>New sale variant is available at discoutned price of Rs.85 (only for those who have parent offer tagged&nbsp;</strong></span><strong>MSDPARENTOFFER)</strong><span style=""color:#e74c3c""><strong>&nbsp;</strong></span></li> 	<li>Call setup fee of 0&nbsp;is applicable.</li> 	<li>If you are not subscribed to any bundle, base rate will be charged @Rs. 5/ MB</li> 	<li>After consumption of &nbsp;MBs, Rs. 2.25/MB will be charged till expiry of bundle.</li> 	<li><strong>Customer can avail this bundle from our self-service channels i.e., 111 IVR, 3111 Self-Service IVR, *444# Dial Code.</strong></li> </ul> ","- "
133,Monthly Mega Plus - Monthly 15 GB,15GB,Rs.826 (Incl Tax),Prepaid,"30 Days ",24 HRS,*117*30#,"<p style=""text-align:justify""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><strong><span style=""font-family:&quot;Calibri Light&quot;,sans-serif"">Terms and Conditions :</span></strong> </span></span></p>  <p style=""text-align:justify"">&nbsp;</p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <span style=""font-family:Symbol"">&middot;</span>&nbsp; If you are not subscribed to any bundle, base rate will be charged i.e. Rs.5/MB. Charging Pulse will be 512 KB</span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <span style=""font-family:Symbol"">&middot;</span>&nbsp; Internet offer can be subscribed and consumed in 2G/3G/4G networks areas</span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">&nbsp;&nbsp;</span></span><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <span style=""font-family:Symbol"">&middot;</span>&nbsp; Bundles will not auto-subscribe and need to be subscribed again upon expiry</span></span></p>  <p style=""text-align:justify""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <span style=""font-family:Symbol"">&middot;</span>&nbsp; Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc</span></span></p>  <p style=""text-align:justify""><strong><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.</span></span></strong></p> ",Monthly Data Offer
135,Infinity Browser 3 - *117*3# - Discontinued,2GB,Rs 150 Incl Tax,Prepaid,30 Days,24 hrs,*117*3#,"<p><strong>Offer is&nbsp;discontinued effective from 7th april, 2023</strong></p>  <p>&nbsp;</p>  <p>Offer Old Name:&nbsp;<span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">3G Weekly &ndash; Lite / Browser</span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">USSD: *<strong>117</strong>*3#</span></span></span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">Name: Infinity Browser 3</span></span></span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">Validity: 30 days</span></span></span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">Incentive: 2 GBs</span></span></span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">Multiple susbcriptions enabled</span></span></span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">No Overage</span></span></span></span></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.0pt""><span style=""font-family:&quot;Segoe UI&quot;,sans-serif"">Customer can avail this bundle from our self-service channels i.e., 111 IVR, 3111 Self-Service IVR.</span></span></span></span></p> ",-
136,Infinity Browser 2 - *117*7# - Discontinued,2GB,Rs 150 Incl Tax,Prepaid,30 Days,24 hrs,*117*7#,"<p><strong>Offer is&nbsp;discontinued effective from 7th april, 2023</strong></p> ",-
139,"Hourly Extreme - Closed ",1GB,Rs31,Prepaid,Next 2 Hours (from the offer subscription),24 Hrs,-,"<p>*846# and *117*4# have been re-routed to 3 Day Max Offer&nbsp;</p> ",-
140,Daily Mega re-routed to 3 Day Max,-,-,Prepaid,-,-,-,"<ul> 	<li><span style=""color:#e74c3c"">Daily Mega Bundle USSD (*117*4# and *864#) is&nbsp;functional but&nbsp;re-routed to 3 Day Max Bundle effective 8th April 2023</span></li> 	<li>Incentive of the Offers&nbsp;subscribed before the change will not be reflected in the status string&nbsp;notification due to offer mechanics change.</li> 	<li>There will be no impact on exisiting incentive, customer will be able to use it as per the normal behavior, however it&nbsp;will not be reflected in the status notification.</li> </ul>  <p><strong>Before 8th April, 2023:</strong></p>  <p>Customer used to dial&nbsp;*117*4# or&nbsp;*864#&nbsp;to subscribe Daily Mega bundle (1 GB) for Rs 42.</p>  <p><strong>After&nbsp;8th April, 2023:&nbsp;</strong></p>  <p>Customer will dial *117*4# or&nbsp;*864#&nbsp; to subscribe&nbsp;3 Day Max Bundle (1GB Data, 10 Other Network Min, 1000 Jazz Min , 1000 SMS) for Rs 60.&nbsp;</p> ",-
141,Weekly Whatsapp Bundle Recursive(Expired),"SMS: 1500 SMS  WhatsApp (MBs): 25MBs WhatsApp ",Rs. 20 Incl tax,Prepaid,7 days,24 hours,*507#,"<p>This bundle has been newly created and has the same incentives as Weekly WhatsApp Bundle &ndash; Once off. Only difference is that Weekly WhatsApp Bundle &ndash; Recursive is auto recursive.<br /> &bull;&nbsp;&nbsp; &nbsp;Call setup charges are PKR 0.15<br /> &bull;&nbsp;&nbsp; &nbsp;Overage rate is PKR 1.2/ MB</p> ",CST TB Name: Weekly WhatsApp RecursiveThis bundle has been newly created and has the same incentives as Weekly WhatsApp Bundle – Once off. Only difference is that Weekly WhatsApp Bundle – Recursive is auto recursive. •	Call setup charges are PKR 0.15 •	Overage rate is PKR 1.2/ MB
142,Daily Social Bundle (Daily Social 2) [Expired],"1.5 GB (Facebook, WhatsApp, YouTube)",PKR 27 (inc tax),Prepaid,24 Hours,24 Hours,*455#,"<p>&bull;&nbsp;&nbsp; &nbsp;Bundle will NOT be re-subscribed after 24 hours from subscription<br /> &bull;&nbsp;&nbsp; &nbsp;Internet offer can be subscribed and consumed in 2G/3G/4G networks areas<br /> &bull;&nbsp;&nbsp; &nbsp;To check remaining MB&rsquo;s and validity, dial bundle status code for Rs. 0.06<br /> &bull;&nbsp;&nbsp; &nbsp;Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc<br /> &bull;&nbsp;&nbsp; &nbsp;If you are not subscribed to any bundle base rate will be charged i.e. Rs.5/MB. Charging pulse will be 512 KB</p> ",Daily Social Bundle
143,Daily Social Bundle(*114*5#) [Expired],1.5 GB Data (Youtube + Facebook + Whatsapp),PKR 27 (inc tax),Prepaid,24 Hrs,24 HRS,*114*5#,"<p><strong>The offer has been expired w.e.f 14th April 2023 11:59 PM</strong></p>  <p><strong>Subscribers who have subscribed to this offer before 14th April 2023 11:59 PM would be able to use their incentives until&nbsp;validity expiry.</strong></p>  <p><strong>The alterante of this offer is&nbsp;*968# - Daily YouTube Bundle</strong></p> ",Daily Social Bundle
145,Saudi Roaming Bundle - 1200,"2048 MBs , 30 Mins , 30 SMS",PKR 2390 (Incl Tax),Prepaid,30 Days,24Hrs,*7626#,"<p><strong>Saudi Roaming Bundle -1200</strong></p>  <ul style=""list-style-type:disc""> 	<li>Multiple subscription: is&nbsp;<strong>Allowed</strong></li> </ul> ",Saudi Roaming Bundle - 1200
146,Postpaid Saudi Roaming Bundle - 2000,2000 MBs,Rs. 2000 (Excl Tax),Postpaid,30 Days,24Hrs,CRM/*7626#,"<p><strong>Key</strong><strong> Features</strong></p>  <ul style=""list-style-type:disc""> 	<li>Saudi Data Roaming bundle is only available in <strong>Saudi Arabia</strong> Only. This bundle is configured for all Saudi Operators, out preferred partner is Mobily.</li> 	<li>Bundle is valid for <strong>30 Days</strong> from date of subscription and standard tax will apply.</li> 	<li><strong>Multi subscription</strong> is allowed. You can subscribe same bundle again.</li> 	<li>This is bundle is available for<strong> Entire Jazz Base</strong> i.e. Prepaid, Postpaid B2C, Postpaid B2B, Official, Employee &amp; FNF.</li> 	<li>Prepaid, Postpaid B2C, Employee subscribers can activate these bundles by dialing USSD <strong>*7626# (*ROAM#),</strong> emailing at <a href=""mailto:customercare@jazz.com.pk"">customercare@jazz.com.pk</a>, Jazz World App, roaming helpline number 03002000100, jazz helpline 777.</li> 	<li><strong>Official Subscribers</strong> can activate this bundle by sending an email to &nbsp;&ldquo;<a href=""mailto:official.phone@jazz.com.pk"">official.phone@jazz.com.pk</a>&rdquo;.</li> 	<li><strong>B2B Customers</strong> can activate Saudi Bundle by coordinating with JBC or registered POC.</li> 	<li><strong>IR with Data</strong> is the prerequisite for bundle subscription. 	<ul style=""list-style-type:circle""> 		<li><strong>Prepaid </strong>&ndash; IR With Data services will be active automatically once the bundle is subscribed.</li> 		<li><strong>Postpaid B2C</strong> &ndash; Kindly coordinate with our front end channels for IR activation first. Minimum credit limit of 5K is required for IR activation.</li> 		<li><strong>Postpaid B2B</strong> &ndash; Kindly coordinate with your JBC or registered POC. JBCs &amp; POCs will further coordinate with our BHL 03000160160, Business Care and Operation support Team.</li> 	</ul> 	</li> 	<li>Front agent need to ensure that IR is active in a correct order i.e. IR Voice First, followed by IR Data.</li> 	<li><strong>Threshold Notifications</strong> are configured at 50%,90% &amp; 100% consumption of bundles.</li> 	<li><strong>PAY-G Consumption</strong>: 	<ul style=""list-style-type:circle""> 		<li>Prepaid: There is no PAY G exposure for prepaid segment. Once bundle is consumed, the data will stop working.</li> 		<li>Postpaid B2B, Postpaid B2C, Employee, FNF: PAY G rate will apply once the bundle expires and 0.2 $ / MB rate will apply after complete consumption of bundle. You can have a track on usage by dialing *2222# or you can track usage by Jazz World app.</li> 	</ul> 	</li> 	<li><strong>Trouble shooting: </strong>In case IR is not working, kindly follow below guidelines; 	<ul style=""list-style-type:circle""> 		<li> 		<ul style=""list-style-type:square""> 			<li><strong>Manual Network Selection</strong></li> 		</ul> 		</li> 		<li><strong>For Android</strong>: Go to &lsquo;Settings&rsquo; &rarr; Network Selection &rarr; Manual Network Selection &rarr; (Search network &amp; select from available network).</li> 		<li><strong>For I-Phone:</strong> Go to &lsquo;Settings&rsquo; &agrave; Mobile Data &agrave; Manual Network selection &rarr; (Search network &amp; select from available network)</li> 	</ul> 	</li> </ul>  <p><strong>Data Not Working</strong></p>  <ul> 	<li><strong>&nbsp;<strong>For Android:</strong> </strong>Settings -&nbsp;Mobile Networks -&nbsp;Access Point Name -&nbsp;Add New APN as &ldquo;jazz&rdquo; (Lower Case) &agrave; Save &amp; Select this new APN.</li> 	<li><strong>For I-Phone: </strong>Settings -&nbsp;Mobile Data - Mobile Data Network -&nbsp;Add New APN as &ldquo;jazz&rdquo; (Lower Case).</li> </ul> ",Postpaid Saudi Roaming Bundle - 2000
150,Monthly Tik Tok Offer - [Jazz World & Jazz Cash],5 GBs [ Only Tik Tok ],PKR.85 (inc tax),Prepaid,X+29 days,24hrs,Jazz World/Jazz Cash,"<p><span style=""color:#27ae60""><strong><span style=""font-size:14px"">Dear All</span></strong></span></p>  <p><span style=""color:#27ae60""><strong><span style=""font-size:14px"">Monthly TikTok Offer subscription is only available via Jazz World and Jazz Cash channels.&nbsp;Please guide customer accordingly.</span></strong></span></p>  <p>-------------------------------------------------------------------------------------------------------------------------------------------------</p>  <p><strong>Important Points</strong></p>  <ul style=""list-style-type:disc""> 	<li>Multiple subscription: <strong>ALLOWED</strong></li> 	<li>Overage: <strong>Rs.2.25/MB</strong></li> </ul> ",-
151,World Roaming Bundles – *7626#,-,-,Prepaid,-,-,*7626#,"<p><strong>Dear All,</strong></p>  <p>With a promise to make Roaming simple &amp; affordable for all, we proudly announce launch of our elegant Data Roaming bundles for Every Single Jazz Customer including but not limited to :</p>  <ul> 	<li>Prepaid</li> 	<li>Postpaid Consumer (B2C)</li> 	<li>Postpaid Corporate (B2B)</li> 	<li>Employees &amp; fnf</li> </ul>  <p>&nbsp;As a cherry on cake, WhatsApp audio/video calls will work everywhere including Middle-East on these bundles. Yes Middle-East too! Just dial *<strong>roam#&nbsp;</strong>(*7626#) today or call BHL</p>  <ul> 	<li><strong>Roaming bundle activation via CSR-TB should always be done in following sequence:</strong></li> </ul>  <ol> 	<li> 	<ol> 		<li><strong>Activate IR-Voice</strong></li> 		<li><strong>Activate IR-Data</strong></li> 		<li><strong>Activate Bundle of customer choice</strong></li> 	</ol> 	</li> </ol>  <ul> 	<li>Support Channels: 111,777,03002000100 -Dedicated IR Helpline, email @customercare@jazz.com.pk &amp; Experience Centers</li> 	<li>Old Roaming Bundles (Saudi, Scoop, Huge bundle) no longer exist</li> </ul>  <p>Above Roaming bundles will be live from&nbsp;<strong>Jan 17 2022, Monday</strong>&nbsp;and will be available for the whole Jazz customer base.</p>  <table cellspacing=""0""> 	<tbody> 		<tr> 			<td> 			<p><strong>Dear All,</strong></p>  			<p>With a promise to make Roaming simple &amp; affordable for all, we proudly announce launch of our elegant Data Roaming bundles for Every Single Jazz Customer including but not limited to :</p>  			<ul> 				<li>Prepaid</li> 				<li>Postpaid Consumer (B2C)</li> 				<li>Postpaid Corporate (B2B)</li> 				<li>Employees &amp; fnf</li> 			</ul>  			<p>&nbsp;As a cherry on cake, WhatsApp audio/video calls will work everywhere including Middle-East on these bundles. Yes Middle-East too! Just dial *<strong>roam#&nbsp;</strong>(*7626#) today or call BHL</p>  			<p><strong>Roaming bundle activation via CSR-TB should always be done in following sequence:</strong></p>  			<ol> 				<li>Activate IR-Voice</li> 				<li>Activate IR-Data</li> 				<li>Activate Bundle of customer choice</li> 			</ol>  			<p><strong>Roaming Menu (*7626#) : [For Prepaid]&nbsp;</strong></p>  			<ol> 				<li>IR Internet Bundles</li> 				<li>IR Activation/Deactivation</li> 				<li>IR Information</li> 				<li>IR Tips</li> 			</ol>  			<p><em>Needs to follow instructions mentioned in roaming menu (*7626#)</em></p>  			<p><strong>Roaming Menu (*7626#) : [For Postpaid]</strong></p>  			<ol> 				<li>IR Internet Bundles</li> 				<li>IR Information</li> 				<li>IR Tips</li> 			</ol>  			<ul> 				<li>Support Channels:&nbsp;<strong>111,777,03002000100</strong>&nbsp;-Dedicated IR Helpline, email @<strong>customercare@jazz.com.pk</strong>&nbsp;&amp;&nbsp;<strong>Experience Centers</strong></li> 				<li>Old Roaming Bundles (Saudi, Scoop, Huge bundle) no longer exist</li> 			</ul>  			<p>Above Roaming bundles will be live from&nbsp;<strong>Jan 17 2022, Monday</strong>&nbsp;and will be available for the whole Jazz customer base.<strong>[Prepaid &amp; Postpaid]</strong></p>  			<p>&nbsp;</p>  			<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:456px""> 				<tbody> 					<tr> 						<td> 						<p>Sr.</p> 						</td> 						<td> 						<p>Name</p> 						</td> 						<td> 						<p>Price Rs.<br /> 						(with tax)</p> 						</td> 						<td> 						<p>Incentive</p> 						</td> 						<td> 						<p>Validity</p> 						</td> 					</tr> 					<tr> 						<td> 						<p>1</p> 						</td> 						<td> 						<p>World Bundle 100 MB</p> 						</td> 						<td> 						<p>358.5</p> 						</td> 						<td> 						<p>100 MB</p> 						</td> 						<td> 						<p>24hrs</p> 						</td> 					</tr> 					<tr> 						<td> 						<p>2</p> 						</td> 						<td> 						<p>World Bundle 500 MB</p> 						</td> 						<td>1792.5</td> 						<td> 						<p>500 MB</p> 						</td> 						<td> 						<p>7 days</p> 						</td> 					</tr> 					<tr> 						<td> 						<p>3</p> 						</td> 						<td> 						<p>World Bundle 1000 MB</p> 						</td> 						<td>2987.5</td> 						<td> 						<p>1000 MB</p> 						</td> 						<td> 						<p>7 days</p> 						</td> 					</tr> 					<tr> 						<td> 						<p>4</p> 						</td> 						<td> 						<p>World Bundle 3000 MB</p> 						</td> 						<td>6572.5</td> 						<td> 						<p>3000 MB</p> 						</td> 						<td> 						<p>30 days</p> 						</td> 					</tr> 					<tr> 						<td> 						<p>5</p> 						</td> 						<td> 						<p>World Bundle 5000 MB</p> 						</td> 						<td>10157.5</td> 						<td> 						<p>5000 MB</p> 						</td> 						<td> 						<p>90 days</p> 						</td> 					</tr> 				</tbody> 			</table> 			</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 		</tr> 		<tr> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 		</tr> 		<tr> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 		</tr> 		<tr> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 		</tr> 		<tr> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 		</tr> 		<tr> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 			<td>&nbsp;</td> 		</tr> 	</tbody> </table>  <ul> </ul> ",-
157,Weekly Extreme / weekly late night offer - *117*1#,50 GBs (12 AM - 9 AM),100 Incl Tax,Prepaid,7 Days,50 GBs (12 AM - 9 AM),*117*1# / CRM / WhatsAppp,"<p><span style=""color:#e74c3c""><strong>Customer can avail this from our self-service channels i.e.,WhatsApp 03003008000</strong></span></p>  <ul> 	<li>Offer is available for subscription via whatsapp as well. Please guide customer accordingly.</li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">This Offer is non-recursive and customers will have to dial&nbsp;*117*1#&nbsp;again to avail the Offer more than once</span></span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Free Data MBs are usable on both 3G &amp; 4G</span></span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc</span></span></span></span></li> 	<li><span style=""font-size:11pt""><span style=""background-color:white""><span style=""color:black""><span style=""font-family:Calibri,sans-serif"">If you are not subscribed to any bundle base rate will be charged i.e. Rs.5/MB. Charging pulse will be 512 KB</span></span></span></span></li> </ul> ",Data Offer
158," Monthly SnapChat offer [Jazz World & Jazz Cash]]",4.5 GB Snapchat Social + 512 MBs Flat Data,PKR 85 (Incl Tax),Prepaid,x+29,24hrs,Jazz World & JazzCash,"<p><strong>Terms and Conditions:</strong></p>  <ul style=""list-style-type:disc""> 	<li>Offer is available for prepaid subscribers only</li> 	<li>Upon subscribing to offer from Jazz World &amp; JazzCash, customer will be subscribed to Monthly Snapchat offer for 30 days</li> 	<li>All incentives will be posted at the time of subscription and will expire at 23:59 hours of the 30th calendar day</li> 	<li>Bundle is non-recursive and multiple subscriptions are allowed</li> 	<li>Customers will have to subscribe to offer again via Jazz World &amp; JazzCash to avail the bundle more than once</li> 	<li>In case of multiple subscriptions previous incentive will be added and new validity will be applicable</li> </ul>  <ul> 	<li><strong>Customer will be charged as per his/her respective base rate package incase bundle incentives have exhausted and customer is not subscribed to any other bundle. </strong></li> </ul> ",-
159,Monthly Instagram Offer [Jazz World & Jazz Cash],4.5 GB Instagram (24hr) + 512 MBs Data (24hr),PKR 85,Prepaid,X+29 Days,24 hours,Jazz World & Jazz Cash,"<p><strong>Terms and Conditions:</strong></p>  <ul style=""list-style-type:disc""> 	<li>Offer is available for prepaid subscribers only</li> 	<li>Upon subscribing to offer from Jazz World &amp; JazzCash, customer will be subscribed to Monthly Instagram offer for 30 days</li> 	<li>All incentives will be posted at the time of subscription and will expire at 23:59 hours of the 30th calendar day</li> 	<li>Offer MBs can be used 24 hours</li> 	<li>Bundle is non-recursive and multiple subscriptions are allowed</li> 	<li>Customers will have to subscribe to offer again via Jazz World &amp; JazzCash to avail the bundle more than once</li> 	<li>In case of multiple subscriptions previous incentive will be added and new validity will be applicable</li> 	<li>Customer will be charged as per his/her respective base rate package incase bundle incentives have exhausted and customer is not subscribed to any other bundle.</li> </ul> ",-
160,3 Day Extreme (Re-Routed to Weekly Extreme),50GB (12 AM - 9 AM),Rs. 100 incl tax,Prepaid,X+6 Days,2 AM-2PM,*114*14#,"<p><strong>3 Day extreme offer has been re-routed to Weekly Extreme Offer w.e.f. 21st July 2023 11:59 PM</strong></p>  <p><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><strong>Terms &amp; Conditions</strong></span></span></p>  <ul> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">The bundles can be subscribed at any time of the day.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Bundles will not auto-subscribe and need to be subscribed again upon expiry.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Internet bundles can be subscribed and consumed in 2G/3G/4G networks areas.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/3G/4G site etc.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Overage of Rs.2/MB applies for the internet bundles.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">If you are not subscribed to any bundle, base rate will be charged i.e. Rs. 5/MB. Charging pulse will be 512 KB.</span></span></li> 	<li><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">The bundle is subject to change at any time.</span></span></li> </ul>  <p>&nbsp;</p> ","Offer for late night users "
161,Monthly Extreme (Routed to Weekly Extreme),50 GBs (12 AM – 9 AM),Rs.100Incl Tax,Prepaid,7 Days,50 GBs (12 AM – 9 AM),*117*34#,"<p><strong>Important Points:&nbsp;</strong></p>  <p>- Monthly Extreme has been routed to Weekly Extreme (Weekly Late Night Offer *117*1#) effective from 22 July 2023</p>  <p>- New mechanics will be applied if existing subscribers activate the revised offer. The old incentive will be removed after the already assigned expiry and a new incentive will be added as per new rules/incentives/validity</p>  <p>- Only new incentives would be visible if an existing subscriber with Monthly Extreme Offer gets subscribed to the Weekly offer after re-routing and dials USSD for status check *117*34*2#. However, the incentive from his/her previous Monthly Extreme offer would be usable till the expiry</p> ",Late Night Weekly Offer
