Complaint ID,Complaint Name,Complaint Description,CheckList,RequiredQuestions,ImportantPoints,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,FAQs
o   Not in control of the agent (Network, Pricing, etc) and
o   Customer has not discussed those at the time of interaction
The CFL agent will educate the customers that the highlighted issue is not in agents control and will ask for the ratings again. Ratings will be accordingly marked after educating the customer. CFL agent will also follow process for resolution of highlighted complaints in such cases.
Incase the data in unavailable the agents shall cater previous data to meet the targets set.",,,,,,
15869,Package Plan & Security deposit Enhancement-446,Incase customer want to inquire about credit limit enhancement and package conversion then agent will follow the below guidelines:,,,,,,,,,
15873,Backend Team Voice of customer- (EVOC)," 
In order to improve customer experience at backend, Voice of customer related to customers visit is captured via calling customer from outbound channel.
DAY -1
Helpdesk & Operational Management (Back Office In house)
Mobile Number Portability (Back Office In house)
Digital Financial Services (Back Office In house)
Communication (Back Office In house)
Network Complaint Unit (Vendor)
Postpaid Operations & Financial management (Vendor)
Prepaid Financial Management (Vendor)
 Core Operations & Audit (Back Office In house
Channels inclded in survey:
Tasks covered in Survey:
Backend Team survey mechanics:
Key Milestones captured in BE(VOC):
 Issue Resolution (Yes/No)
Yes
No
 Agent behavior (Score out of 10)
Score out of 10
 
NPS (Score out of 10)
Score out of 10
 
Reason for detraction
CFL (Closed Feedback Loop) Learnings
 
 
Survey Questionare:
Intro. AOA, Jazz Se (Agent Name) Bat kar raha/rahi hon, Sir/Madam Apny (Date & Time) ko Complaint note down karwai thi (Narrate complaint name from BE VOC portal), Sir/Madam is ke mutalik aap ki raye jananay k liay call ki hy, Ager ap masroof na hon to aap se baat ho sakti hai?
1.       Yes --> Go to Q1
2.       No --> Ask for suitable time & contact later
Q1. Buhat Shukriya, Sir/Madam Apne jo complaint karwae thi (Narrate complaint name from BE VOC portal) kya ap ka masla hal ho gya hy?
1.       Yes --> Go to Q2
2.       No --> Agent will sort out customer's issue and note down all details in BE VOC portal with relevant Work codes given in portal drop down menu along with Remarks
(Where Backend agent called customer and informed about customer's problem/resolution)
Q2. Sir/Madam Ap is experience ki bunyad pe jis mien hamary backend agent ne aap ka masla hal kiya ap un ke rawaieye se kitna mutmaeen hain? 0 se 10 ke darmiyan score dijiye jahan 0 ka matlb buht bura or 10 ka matlb buht acha (Where Backend agent communicated with customer via call & informed about customer's problem/resolution)
OR
Q2. 2.Sir/Madam Ap ke is experience ki bunyad pe jis mien hamary backend agent ne aap ka masla hal kiya ap un se kitna mutmain hain? 0 se 10 ke darmiyan score dijiye jahan 0 ka matlb buht bura or 10 ka matlb buht acha (where backend agent did not communicate with customer via call & only sent ISMS)
Q3. Sir/Madam Ap ke is experience ki bunyad pe jis mien hamary backend agent ne aap ka masla hal kiya, Kya ap apny dostoon or rishtidaron ko Jazz istimal karny ka mashwara dena chahengay/gi? 0 se 10 ke darmiyan score dijiye Jahan 0 ka matlab bilkul mashwara nahi dengay/gi or 10 ka matlab zaroor mashwara dengay/gi
Further points:
End. Humay apna keemti waqt denay ka buhat shukriya, Allah Hafiz
BE(VOC)  Portal Link:
 https://cemapp.jazz.com.pk:8317/",,,"Incase where customer tells the dissatisfaction reasons which are:
o   Not in control of the agent (Network, Pricing, etc) and
o   Customer has not discussed those at the time of interaction
The CFL agent will educate the customers that the highlighted issue is not in agents control and will ask for the ratings again. Ratings will be accordingly marked after educating the customer. CFL agent will also follow process for resolution of highlighted complaints in such cases.
Incase the data in unavailable the agents shall cater previous data to meet the targets set.",,,,,,
15874,JazzCash  Customer  Loads and Bundles - SCO ,"Special information about SCO Bundles:
Azad Jammu & Kashmir Number series
Gilgit Baltistan Number series
 Azad Jammu & Kashmir Bundles 
Azad Jammu & Kashmir Bundles
 Package 
Package
 Resources 
Resources
 Validity 
Validity
 Package Code 
Package Code
 Price (Incl Tax) 
Price (Incl Tax)
 Offnet Minutes 
Offnet Minutes
 Onnet Minutes 
Onnet Minutes
 SMS 
SMS
 Data 
Data
 Daily Call 
Daily Call
   
 
 250 Mins SCOM Family* 
250 Mins SCOM Family*
 250 SMS 
250 SMS
   
 
 1 Day 
1 Day
 2907 
2907
 17 
17
 Daily Plus 
Daily Plus
   
 
 500 Mins SCOM Family* 
500 Mins SCOM Family*
 500 SMS 
500 SMS
   
 
 1 Day 
1 Day
 2906 
2906
 30 
30
 Weekly Call Plus 
Weekly Call Plus
 65 Offnet Mins 
65 Offnet Mins
 1250 Mins SCOM Family* 
1250 Mins SCOM Family*
 1250 SMS 
1250 SMS
   
 
 7 Days 
7 Days
 2912 
2912
 115 
115
 Mega Weekly Offer 
Mega Weekly Offer
 150 Offnet Mins 
150 Offnet Mins
 1200 SCOM Family* 
1200 SCOM Family*
 3500 SMS 
3500 SMS
 3GB + 3GB Night (12am-7am)* 
3GB + 3GB Night (12am-7am)*
 7 Days 
7 Days
 2914 
2914
 250 
250
 Monthly Call Plus 
Monthly Call Plus
 180 Offnet Mins 
180 Offnet Mins
 1500 Mins SCOM Family* 
1500 Mins SCOM Family*
 5000 SMS 
5000 SMS
   
 
 30 Days 
30 Days
 2918 
2918
 290 
290
 Weekly Super Offer 
Weekly Super Offer
   
 
   
 
   
 
 7GB+3GB Night (12am-7am)* 
7GB+3GB Night (12am-7am)*
 7 Days 
7 Days
 2910 
2910
 210 
210
 Monthly Premium 
Monthly Premium
   
 
   
 
   
 
 25GB+10GB Night (12am-7am)* 
25GB+10GB Night (12am-7am)*
 30 Days 
30 Days
 2916 
2916
 799 
799
 Super Load Gold 
Super Load Gold
 200 Offnet Mins 
200 Offnet Mins
 4000 Mins SCOM Family* 
4000 Mins SCOM Family*
 Unlimited SMS 
Unlimited SMS
 5GB+5GB Night (12am-7am)* 
5GB+5GB Night (12am-7am)*
 30 Days 
30 Days
 2924 
2924
 599 
599
 Mega Monthly Offer 
Mega Monthly Offer
 300 Offnet Mins 
300 Offnet Mins
 5000 Mins SCOM Family* 
5000 Mins SCOM Family*
 Unlimited SMS 
Unlimited SMS
 10GB+5GB Night (12am-7am)* 
10GB+5GB Night (12am-7am)*
 30 Days 
30 Days
 2920 
2920
 799 
799
 Super Load Max 
Super Load Max
 400 Offnet Mins 
400 Offnet Mins
 Unlimited Mins SCOM Family* 
Unlimited Mins SCOM Family*
 Unlimited SMS 
Unlimited SMS
 15GB+10GB Night (12am-7am)* 
15GB+10GB Night (12am-7am)*
 30 Days 
30 Days
 2922 
2922
 999 
999
 
 Gilgit Baltistan Bundles 
Gilgit Baltistan Bundles
 Package 
Package
 Resources 
Resources
 Validity 
Validity
 Package Code 
Package Code
 Price (Incl Tax) 
Price (Incl Tax)
 Offnet Minutes 
Offnet Minutes
 Onnet Minutes 
Onnet Minutes
 SMS 
SMS
 Data 
Data
 Daily Call 
Daily Call
   
 
 250 Mins SCOM Family* 
250 Mins SCOM Family*
 250 SMS 
250 SMS
   
 
 1 Day 
1 Day
 2909 
2909
 17 
17
 Daily Plus 
Daily Plus
   
 
 500 Mins SCOM Family* 
500 Mins SCOM Family*
 500 SMS 
500 SMS
   
 
 1 Day 
1 Day
 2908 
2908
 30 
30
 Weekly Call Plus 
Weekly Call Plus
 65 Offnet Mins 
65 Offnet Mins
 1250 Mins SCOM Family* 
1250 Mins SCOM Family*
 1250 SMS 
1250 SMS
   
 
 7 Days 
7 Days
 2913 
2913
 115 
115
 Mega Weekly Offer 
Mega Weekly Offer
 150 Offnet Mins 
150 Offnet Mins
 1200 SCOM Family* 
1200 SCOM Family*
 3500 SMS 
3500 SMS
 3GB + 3GB Night (12am-7am)* 
3GB + 3GB Night (12am-7am)*
 7 Days 
7 Days
 2915 
2915
 250 
250
 Monthly Call Plus 
Monthly Call Plus
 180 Offnet Mins 
180 Offnet Mins
 1500 Mins SCOM Family* 
1500 Mins SCOM Family*
 5000 SMS 
5000 SMS
   
 
 30 Days 
30 Days
 2919 
2919
 290 
290
 Weekly Super Offer 
Weekly Super Offer
   
 
   
 
   
 
 7GB+3GB Night (12am-7am)* 
7GB+3GB Night (12am-7am)*
 7 Days 
7 Days
 2911 
2911
 210 
210
 Monthly Premium 
Monthly Premium
   
 
   
 
   
 
 25GB+10GB Night (12am-7am)* 
25GB+10GB Night (12am-7am)*
 30 Days 
30 Days
 2917 
2917
 799 
799
 Super Load Gold 
Super Load Gold
 200 Offnet Mins 
200 Offnet Mins
 4000 Mins SCOM Family* 
4000 Mins SCOM Family*
 Unlimited SMS 
Unlimited SMS
 5GB+5GB Night (12am-7am)* 
5GB+5GB Night (12am-7am)*
 30 Days 
30 Days
 2925 
2925
 599 
599
 Mega Monthly Offer 
Mega Monthly Offer
 300 Offnet Mins 
300 Offnet Mins
 5000 Mins SCOM Family* 
5000 Mins SCOM Family*
 Unlimited SMS 
Unlimited SMS
 10GB+5GB Night (12am-7am)* 
10GB+5GB Night (12am-7am)*
 30 Days 
30 Days
 2921 
2921
 799 
799
 Super Load Max 
Super Load Max
 400 Offnet Mins 
400 Offnet Mins
 Unlimited Mins SCOM Family* 
Unlimited Mins SCOM Family*
 Unlimited SMS 
Unlimited SMS
 15GB+10GB Night (12am-7am)* 
15GB+10GB Night (12am-7am)*
 30 Days 
30 Days
 2923 
2923
 999 
999
 
Table 1.0
  SCO Load & Bundles Info 
 SCO Load & Bundles Info
 Values 
Values
 Channel 
Channel
 App 
App
 Customer Profile 
Customer Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 L0, L1, ADA, L2 
L0, L1, ADA, L2
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform fee 
KMS >> Communication Tab >> App Platform fee
 Prepaid Load Limit 
Prepaid Load Limit
 Minimum: 50 Maximum: 5,000 
Minimum: 50
Maximum: 5,000
 Postpaid bill limit 
Postpaid bill limit
 Minimum: 50 Maximum: 15,000 
Minimum: 50
Maximum: 15,000
 Service Fee 
Service Fee
 N/A 
N/A
 Account Status 
Account Status
 Active 
Active
 Verification 
Verification
 L3 
L3
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Consultation Portal 
Consultation Portal
 CPS, NADRA 
CPS, NADRA
Info Scenario
Info Scenario
 Scenario 1. SCO – Information Scenarios 
Scenario 1. SCO – Information Scenarios
 Information Work Codes 
Information Work Codes
 Scenario 1.1: What are SCO Loads & Bundles? 
Scenario 1.1: What are SCO Loads & Bundles?
 SCO Prepaid Load Info SCO Bundle Info SCO Postpaid Bill Info 
SCO Prepaid Load Info
SCO Bundle Info
SCO Postpaid Bill Info
How – To Scenarios 
How – To Scenarios 
 Scenario 2.0. SCO – How – to Processes  
Scenario 2.0. SCO – How – to Processes 
 How – to Work Code 
How – to Work Code
 Scenario 2.1: How to perform SCO Prepaid Load 
Scenario 2.1: How to perform SCO Prepaid Load
 SCO Prepaid Load Info 
SCO Prepaid Load Info
 Scenario 2.1: How to perform SCO Prepaid Bundle 
Scenario 2.1: How to perform SCO Prepaid Bundle
 SCO Bundle Info 
SCO Bundle Info
 Scenario 2.1: How to perform SCO Postpaid Bill  Payment 
Scenario 2.1: How to perform SCO Postpaid Bill  Payment
 SCO Postpaid Bill Info 
SCO Postpaid Bill Info
Pre-requisite to service request scenarios
Pre-requisite to service request scenarios
System Navigation:
System Navigation:
Check Account Status: CPS >> Search MSISDN >> Check Status
Check Transaction Status: CPS >> Search MSISDN >> Click Operations >> Click Transaction history >> Search transaction as per Date/Time >> Check Status
Check Verification from NADRA Portal: NADRA Portal >> Search MSISDN >> Enter CNIC and CNIC Issuance Date (Verify from the customer) >> Check Verification details",,,,"Scenario 1.1: What is SCO Loads & bundles?
Refer to Product information in Process Overview header.
Work Code:"," 
Scenario 2.1: How to perform SCO Prepaid Load
App Flow:
JazzCash App >> Select Prepaid Load in Load and Bundle Tab >> Select SCO >> Enter MSISDN >> Enter Amount >> Enter MPIN
Work Code:: SCO Prepaid Load Info
 
Scenario 2.2: How to Perform SCO Prepaid Bundle
App Flow:
JazzCash App >> Select Prepaid Bundle in Load and Bundle Tab >> Select SCO >> Enter MSISDN >> Enter Amount >> Enter MPIN
Note: guide customer about the difference of regional bundles as explained in Product Information above.
Work Code: SCO Bundle Info
 
Scenario 2.3: How to Perform SCO Postpaid Bill 
App Flow:
JazzCash App >> Select Postpaid Mobile Bill in Load and Bundle Tab >> Select SCO >> Enter MSISDN >> Enter Amount >> Enter MPIN
Work Code: SCO Postpaid Bill Info",,,,
15878,JazzCash  Merchant  Unikrew ,"Product/Service Description:
Product/Service Description:
•    Merchant Unikrew is an in App BVS feature by which merchant can upgrade/activate/increase limit account in app.
•    Merchant need to allow permission of business app from mobile app setting such as (Camera).   •    Merchant can perform in JazzCash Business App BVS by scanning both hands. •    Merchant will scan first left hand than right hand. •    Merchant perform in app BVS can be performed twice. •    Merchant can scan hands once in 24 hours from JazzCash Business App. •    After 24 hours Merchant can try once more. After two successful attempts but still merchant account is not activated or limit is not increased then inform merchant to visit nearest BVS enable Retailer, Franchise, Experience Centre and respective Work Code will be punched. Please refer to Limit Exhaust work code in Work code header.   •    Merchant cannot perform more than two time in Unikrew. •    Merchant account M0 non BVS in 90 days account got suspended can be activated via app. •    Merchant registration of account from JazzCash Business App during registration request merchant can perform in App BVS. Once registration of account is successful then merchant account level will be M1.  •    Merchant account limit and account level will increase from M0 to M1 through in App BVS (Unikrew). Limit will increase within 5 minutes.   
Table 1.0
 Merchant Unikrew 
Merchant Unikrew
 Possible Value 
Possible Value
 Channel 
Channel
 App 
App
 Merchant Profile 
Merchant Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 M0, M1, M2 
M0, M1, M2
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform Fee 
KMS >> Communication Tab >> App Platform Fee
 Service Fee 
Service Fee
 N/A 
N/A
 Account Status 
Account Status
 Active, Suspend (only if Due to Non BVS in last 90 days) 
Active, Suspend (only if Due to Non BVS in last 90 days)
 Verification 
Verification
 As per scenario 
As per scenario
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Portal Consultation 
Portal Consultation
 CPS, Nadra 
CPS, Nadra
Info Scenario 
Info Scenario 
Table 2.0
 Scenario 1. Merchant Unikrew – Information 
Scenario 1. Merchant Unikrew – Information
 Information Work Codes 
Information Work Codes
 Scenario 1.1: What is Merchant Unikrew? 
Scenario 1.1: What is Merchant Unikrew?
 Merchant Unikrew info - Level Migration Merchant Unikrew info - Suspend Removal 
Merchant Unikrew info - Level Migration
Merchant Unikrew info - Suspend Removal
How-To Scenarios
How-To Scenarios
 Scenario 2.0 – Merchant Unikrew – How – to Processes 
Scenario 2.0 – Merchant Unikrew – How – to Processes
 How-to Work Codes 
How-to Work Codes
 Scenario 2.1: How to upgrade account M0 to M1? 
Scenario 2.1: How to upgrade account M0 to M1?
 Merchant Unikrew info - Level Migration 
Merchant Unikrew info - Level Migration
 Scenario 2.2: How to activate suspend account? 
Scenario 2.2: How to activate suspend account?
 Merchant Unikrew info - Suspend Removal 
Merchant Unikrew info - Suspend Removal
 Scenario 2.3: How to do in App BVS (Unikrew) while onboarding merchant account? 
Scenario 2.3: How to do in App BVS (Unikrew) while onboarding merchant account?
 Account Opening Process Info - Merchant 
Account Opening Process Info - Merchant
Pre-requisite to SOP
System Navigation for Agent: 
To check Account Status: CPS >> Search MSISDN >> Check Status",,,,"Scenario 1.1: What is Merchant Unikrew?
Refer to Product information in Process Overview header.
Work Code:","Scenario 2.1: How to upgrade Account M0 to M1
App Flow
Business App >> Click My Account >> Click Account Limit >> Click Verify in front current account level option >> Click Verify account >> Click Continue >> Scan Left Hand and Click continue >> Scan Right Hand and Click continue.
Work Codes: Merchant Unikrew info - Level Migration
 
Scenario 2.2: How to activate suspend account?
App Flow
Business App >> Click Send Money/Click Any App Feature, Active Now Pop up will appear. >> Click Activate Now on Error Screen >> Scan Left Hand and Click Continue >> Scan Right Hand >> Click enter MPIN >> Enter temporary MPIN >> Enter New MPIN.
Work Code: Merchant Unikrew info - Suspend Removal
 
Scenario 2.3: How to do in App BVS (Unikrew) while onboarding merchant account?
App Flow
Business App >> Enter Personal Information >> Enter Business Information >> Click Identity Verification >> Click Verify Account >> Scan Left Hand and Click continue >> Scan Right Hand and Click continue >> Enter MPIN to submit request.
Work Code: Account Opening Process Info - Merchant",,,,
15880,JazzCash  Merchant  Unikrew ,"•    This complaint management process will cover scenarios related to issues with Merchant Unikrew. •    Merchant Unikrew is an In App BVS option in which merchant can upgrade account level and increase account limit and also activate account when suspended on non BVS in 90 days. •    Before initiating complaint, agent must ensure that merchant know complete product detail. •    Please refer to below table 1.0 for high level product details Table 1.0
 Merchant Unikrew 
Merchant Unikrew
 Values 
Values
 Channel 
Channel
 App 
App
 Merchant Profile 
Merchant Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 M0, M1, M2 
M0, M1, M2
 Platform Fee (USSD) 
Platform Fee (USSD)
 N/A 
N/A
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform fee 
KMS >> Communication Tab >> App Platform fee
 Service Fee 
Service Fee
 N/A 
N/A
 Account Status 
Account Status
 Active 
Active
 Verification 
Verification
 L3 
L3
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Consultation Portal    
Consultation Portal   
 CPS, Service Now, NADRA 
CPS, Service Now, NADRA
 Pre-requisite to Complaint scenarios
 Pre-requisite to Complaint scenarios
Complaint Scenarios
Complaint Scenarios
 Merchant Unikrew Complaint – Scenarios 
Merchant Unikrew Complaint – Scenarios
 Work Codes 
Work Codes
 
 TAT 
TAT
 Scenario 1.1: Merchant Unikrew – Scanner Not Opening For Verification 
Scenario 1.1: Merchant Unikrew – Scanner Not Opening For Verification
 Merchant Unikrew - Scanner not opening - Complaint lodged   
Merchant Unikrew - Scanner not opening - Complaint lodged
 
 
 1 Working Day 
1 Working Day
 Scenario 1.2: Merchant Unikrew – Left Hand Not Scanning Correctly 
Scenario 1.2: Merchant Unikrew – Left Hand Not Scanning Correctly
 Merchant Unikrew - Left hand not scanning - Complaint lodged   
Merchant Unikrew - Left hand not scanning - Complaint lodged
 
 
 1 Working Day 
1 Working Day
 Scenario 1.3: Merchant Unikrew – Right Hand Not Scanning Correctly 
Scenario 1.3: Merchant Unikrew – Right Hand Not Scanning Correctly
 Merchant Unikrew - Right hand not scanning - Complaint lodged   
Merchant Unikrew - Right hand not scanning - Complaint lodged
 
 
 1 Working Day 
1 Working Day
 Scenario 1.4: Merchant Unikrew – Nadra Verification after scanning not working 
Scenario 1.4: Merchant Unikrew – Nadra Verification after scanning not working
 Merchant Unikrew - NADRA verification not received - Complaint lodged   
Merchant Unikrew - NADRA verification not received - Complaint lodged
 
 
 1 Working Day 
1 Working Day
System Navigation:
System Navigation:
Check Account Status: CPS >> Search MSISDN >> Check Status
Check Transaction History: CPS >> Search MSISDN >> Click Operations >> Click Transaction History
Check Transaction Status: CPS >> Search MSISDN >> Click Operations >> Click Transaction history >> Search transaction as per Date/Time >> Check Status
Check Verification from NADRA Portal: NADRA Portal >> Search MSISDN >> Enter CNIC and CNIC Issuance Date (Verify from the merchant) >> Check Verification details
 ",,,,"Scenario 1.1: Merchant Unikrew – Scanner Not Opening For Verification 
Issue List
Process:
Service Now >> Report an Incident >> Category: Merchant APP >> Sub Category: Unikrew Complaint >> Issue List: Scanner Not Opening For Verification
TAT:  1 Working Days
Work Code: Merchant Unikrew - Scanner not opening - Complaint lodged
 
Scenario 1.2: Merchant Unikrew – Left Hand Not Scanning Correctly 
Issue List
Process:
Service Now >> Report an Incident >> Category: Merchant APP >> Sub Category: Unikrew Complaint >> Issue List: Left Hand Not Scanning Correctly
TAT:  1 Working Days
Work Code: Merchant Unikrew - Left hand not scanning - Complaint lodged
 
Scenario 1.3: Merchant Unikrew – Right Hand Not Scanning Correctly 
Issue List
Process:
Service Now >> Report An Incident >> Category: Merchant APP >> Sub Category: Unikrew Complaint >> Issue list: Right Hand Not Scanning Correctly
TAT: 1 Working Days
Work Code: Merchant Unikrew - Right hand not scanning - Complaint lodged
 
Scenario 1.4: Merchant Unikrew – Nadra Verification After Scanning Not Working
Issue List
Process:
Service Now >> Report An Incident >> Category: Merchant APP >> Sub Category: Unikrew Complaint >> Issue List: Nadra Verification not Working 
TAT: 1 Working Days
Work Code: Merchant Unikrew - Right hand not scanning - Complaint lodged",,,,,
15882,JazzCash  Merchant  Schedule Settlement ,"Product / Service Description:     •    Schedule settlement is a new service introduced for JazzCash Merchants. •    Merchant will be able to settle now or schedule the settlement for later as per their business needs. •    Multiple banks account can be added in schedule settlement. •    Merchant can add 3 schedule settlements. •    Merchant can add 3 bank accounts in schedule settlement. •    You can schedule any payment daily, weekly, bi-weekly and monthly. These payments will keep processing as per the set schedule. •    The standard fee applicable on IBFT will be applied for scheduled settlements. •    Merchant. •    Merchant can also delete scheduled transaction or any added bank account in schedule settlement. •    All prevailing merchant transaction and account balance limits will be checked before transaction is approved. •    In case the account limits are exhausted, schedule settlement transaction will be failed and will not be auto initiated. It will be re-initiated next time as per the scheduled time set by the merchant.   •    Merchants will not be able to add the daily settlement amount greater than daily outgoing IBFT limit as per merchant own account limits. If the merchant set up a Settlement transaction with greater limit, transaction will be failed upon execution.  •    Merchant can also check transaction history in schedule settlement for all schedule settlement transaction.             Business App >> Click Schedule Settlement >> Click Settlement History •    Merchant can delete any settlement and added bank account by just sweeping lift on the settlement/Bank and delete them. 
 
Please Refer to below table 1.0
Table: 1.0
 Merchant Schedule Settlement 
Merchant Schedule Settlement
 Possible Value 
Possible Value
 Channel 
Channel
 App 
App
 Customer Profile 
Customer Profile
 Jazz, OMNO 
Jazz, OMNO
 Account Level 
Account Level
 M0, M1, M2 
M0, M1, M2
 Platform Fee (App) 
Platform Fee (App)
 KMS >> Communication Tab >> App Platform Fee 
KMS >> Communication Tab >> App Platform Fee
 Service Fee 
Service Fee
 N/A 
N/A
 Account Status 
Account Status
 Active 
Active
 Verification 
Verification
 As per scenario 
As per scenario
 Eligibility 
Eligibility
 N/A 
N/A
 Limitation (as per scenarios) 
Limitation (as per scenarios)
 N/A 
N/A
 T&C 
T&C
 N/A 
N/A
 Consultation Portal 
Consultation Portal
 CPS, NADRA 
CPS, NADRA
Info Scenario 
Table 2.0
 Scenario 1. Merchant Schedule Settlement – Information 
Scenario 1. Merchant Schedule Settlement – Information
 Information Work Codes 
Information Work Codes
 Scenario 1.1: What is Merchant Schedule Settlement? 
Scenario 1.1: What is Merchant Schedule Settlement?
 Merchant Schedule Settlement Info   
Merchant Schedule Settlement Info
 
How – To Scenarios 
 Scenario 2.0 Merchant Schedule Settlement – How – to Processes 
Scenario 2.0 Merchant Schedule Settlement – How – to Processes
 How – to Work Codes 
How – to Work Codes
 Scenario 2.1: How to add Bank Account for merchant schedule settlement 
Scenario 2.1: How to add Bank Account for merchant schedule settlement
 Merchant Schedule Settlement Info 
Merchant Schedule Settlement Info
 Scenario 2.2: How to add a settle now settlement in merchant schedule settlement 
Scenario 2.2: How to add a settle now settlement in merchant schedule settlement
 Merchant Schedule Settlement Info   
Merchant Schedule Settlement Info
 
 Scenario 2.3: How to add a settlement settle later merchant schedule settlement 
Scenario 2.3: How to add a settlement settle later merchant schedule settlement
 Merchant Schedule Settlement Info   
Merchant Schedule Settlement Info
 
 Scenario 2.4: How to delete settlement in merchant schedule settlement 
Scenario 2.4: How to delete settlement in merchant schedule settlement
 Merchant Schedule Settlement Info   
Merchant Schedule Settlement Info
 
 Scenario 2.5: How to delete Bank Account in merchant schedule settlement 
Scenario 2.5: How to delete Bank Account in merchant schedule settlement
 Merchant Schedule Settlement Info   
Merchant Schedule Settlement Info
 
 
Pre-requisite to SOP
System Navigation for Agent: 
To check Account Status: CPS >> Search MSISDN >> Check Status
To check Transaction History: CPS >> Search MSISDN >> Click Operation >> Click Transaction history >> Check Transaction
To check Transaction Failure Reason: CPS >> Search MSISDN >> Click Transaction history >> Check Transaction >> transaction Details >> Failure Description",,,,"Scenario 1.1: What is Merchant schedule settlement?
Refer to Product information in Process Overview header.
Work Code: Merchant Schedule Settlement Info","Scenario 2.1: How to add bank account in merchant schedule settlement
App Flow
Business App >> Click Schedule Settlement >> Click Add or Update Bank Account >> Select Bank from options >> Enter Bank Account Number >> Select Purpose of Transfer >> Enter Recipient Mobile Number >> Review Account Details >> Click Continue.
Work Code: Merchant Schedule Settlement Info
 
Scenario 2.2: How to add settle now settlement in merchant schedule settlement
App Flow
Business App >> Click Schedule Settlement >> Select respective Bank Account >> Enter amount or select complete balance >> Click Schedule Now >> Review Transaction details >> Click Authorize Transfer >> Enter MPIN.
Work Code: Merchant Schedule Settlement Info
 
Scenario 2.3: How to add settle later settlement in merchant schedule settlement
App Flow
Business App >> Click Schedule Settlement >> Select Respective Bank Account >> Enter amount or select complete balance >> Click Schedule for Later >> Select Schedule Time (Daily, Weekly, Bi weekly or Monthly) >> Review Transaction details >> Click Authorize Transfer >> Enter MPIN.
Work Code: Merchant Schedule Settlement Info
 
Scenario 2.4: How to delete settlement in merchant schedule settlement
App Flow 
Business App >> Click Schedule Settlement >> Swipe left on any settlement >> Click Delete >> Click yes 
Work Codes: Merchant Schedule Settlement Info
 
Scenario 2.5: How to delete Bank Account in merchant schedule settlement
App Flow
Business App >> Click Schedule Settlement >> Click Add or Update Bank Account >> Swipe left on any Bank Account >> Click Delete >> Click Yes.
Work Codes: Merchant Schedule Settlement Info",,,,
